,epithelial cell of proximal tubule,fibroblast,glomerular visceral epithelial cell,kidney capillary endothelial cell,kidney connecting tubule epithelial cell,kidney distal convoluted tubule epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,leukocyte,mesangial cell,parietal epithelial cell,renal alpha-intercalated cell,renal beta-intercalated cell,renal principal cell
ENSG00000163882,0.11136272,0.08357714,0.075766064,0.04335037,0.08699173,0.09509471,0.09028626,0.042398863,0.0831685,0.076784655,0.07317335,0.07077974,0.067265965
ENSG00000090534,0.25646153,0.5208398,0.07666379,0.05508224,0.002991995,0.002991995,0.010860857,0.002991995,0.002991995,0.059147757,0.002991995,0.002991995,0.002991995
ENSG00000090539,0.41137382,0.17022729,0.11408884,0.09076219,0.005944295,0.0075925738,0.0007500541,0.0007500541,0.15452255,0.017290452,0.007948402,0.0007500541,0.017999537
ENSG00000224153,0.056375638,0.32235864,0.0062577524,0.18621504,0.0062577524,0.08210069,0.059524577,0.0062577524,0.0062577524,0.0062577524,0.0062577524,0.0062577524,0.24962117
ENSG00000182580,0.03881167,0.0016009879,0.0016009879,0.0016009879,0.06285472,0.06045915,0.691483,0.0016009879,0.0016009879,0.0016009879,0.03744456,0.047305793,0.052035112
ENSG00000177383,0.05827268,0.00031341487,0.0925395,0.042185005,0.05548799,0.04394117,0.117693745,0.25858027,0.09671689,0.03021953,0.07976448,0.07663179,0.0476537
ENSG00000272970,0.026908072,0.0089632,0.26644304,0.10034485,0.0089632,0.12327944,0.114125624,0.0089632,0.0089632,0.20694552,0.108174264,0.0089632,0.0089632
ENSG00000156931,0.053734366,0.056281567,0.061186865,0.07739881,0.08220436,0.08540074,0.06203599,0.16308509,0.06793016,0.06832384,0.07091223,0.06990142,0.08160456
ENSG00000187068,0.0047697425,0.24029148,0.07359138,0.33390203,0.004533626,0.0053668055,0.0015256894,0.00042246055,0.3120168,0.00042246055,0.0046733352,0.018061737,0.00042246055
ENSG00000113790,0.38665,0.029877784,0.034546282,0.0641123,0.051160365,0.03905534,0.05405699,0.096028104,0.047417697,0.07878503,0.030892676,0.034317322,0.05310017
ENSG00000073803,0.21128635,0.06561025,0.04528596,0.048260827,0.08530543,0.120533355,0.07275347,0.03719982,0.081259355,0.06544577,0.04548679,0.056742813,0.0648299
ENSG00000163900,0.08076862,0.044052616,0.077144265,0.053539086,0.09191864,0.12550393,0.087669425,0.081434734,0.054617543,0.067207105,0.10541526,0.039743334,0.09098536
ENSG00000163898,0.012723956,0.017406998,0.010479341,0.0060556987,0.26700315,0.07174975,0.12582685,9.570278e-05,0.005935172,0.010715337,0.18501781,0.005247068,0.2817432
ENSG00000163904,0.06864542,0.093298905,0.0670491,0.07602919,0.064155094,0.097029075,0.07770936,0.12670963,0.07522199,0.07371283,0.0660542,0.04565565,0.06872961
ENSG00000073792,0.115522705,0.043806177,0.08261831,0.06633422,0.11543805,0.11104549,0.086775295,0.027305434,0.06603985,0.0930288,0.10714409,0.01314453,0.071797036
ENSG00000163915,0.177284,0.21828741,0.102047846,0.003723348,0.13154311,0.058897924,0.022553459,0.003723348,0.003723348,0.07646958,0.150622,0.003723348,0.047401316
ENSG00000136527,0.061166745,0.1017027,0.07951074,0.087263376,0.054309294,0.0653558,0.07079209,0.1262002,0.09063235,0.0803158,0.07173384,0.05526637,0.05575077
ENSG00000244405,0.14380819,0.036093015,0.063722186,0.04217555,0.023474969,0.087130666,0.16736984,0.09287129,0.18394499,0.041119467,0.018967617,0.09140725,0.007915067
ENSG00000058866,0.0851239,0.02227346,0.005065343,0.10475981,0.0029020363,0.0071125133,0.010527355,0.057443365,0.6956735,0.0031563728,0.002306032,0.0011441776,0.002512092
ENSG00000213139,0.07514103,0.02632245,0.11401893,0.13308617,0.06547715,0.06469751,0.07541595,0.07230412,0.117627904,0.072363034,0.054323122,0.04720083,0.08202185
ENSG00000113838,0.050042916,0.043980632,0.12186164,0.07488895,0.06673875,0.087406084,0.08370788,0.06334392,0.13713822,0.041110724,0.085724324,0.07798564,0.066070415
ENSG00000090520,0.039603435,0.07460279,0.09918862,0.06351161,0.076618455,0.07652609,0.09999764,0.08030859,0.023679445,0.07653261,0.10698766,0.12902184,0.053421203
ENSG00000197099,0.016362295,0.012027107,0.012290265,0.030679397,0.024525814,0.33258447,0.49212807,6.537542e-05,0.020229682,0.023749582,0.014696114,0.011290991,0.009370834
ENSG00000283149,0.08141333,0.24175574,0.1265151,0.012597859,0.062367834,0.06413376,0.051963426,0.0010730166,0.04687727,0.03328869,0.10354561,0.09258714,0.081881195
ENSG00000145192,0.094232805,0.01631707,0.01631707,0.01631707,0.01631707,0.3439994,0.13890329,0.01631707,0.01631707,0.01631707,0.01631707,0.01631707,0.27601072
ENSG00000090512,0.01617363,0.01617363,0.01617363,0.01617363,0.01617363,0.3543338,0.46775612,0.01617363,0.01617363,0.01617363,0.01617363,0.01617363,0.01617363
ENSG00000113905,0.07557753,0.0010931876,0.030125933,0.07970805,0.103352115,0.31985602,0.31524122,0.0010931876,0.0010931876,0.028110709,0.025546642,0.0010931876,0.018109007
ENSG00000113889,0.022058394,0.017489959,0.009364615,0.019510226,0.12784271,0.48078805,0.22530593,0.021855263,0.017671661,0.016492706,0.015396218,0.010308322,0.015915893
ENSG00000263826,0.07624727,0.0040876847,0.21809359,0.0040876847,0.16886719,0.04793632,0.14284874,0.0040876847,0.18648675,0.0040876847,0.09089354,0.0040876847,0.048188172
ENSG00000156976,0.04822618,0.104490094,0.0653822,0.07230445,0.08096221,0.07381476,0.07130181,0.11197596,0.10103689,0.0552624,0.09820541,0.058219966,0.058817558
ENSG00000163918,0.035554845,0.079560585,0.054635596,0.05350919,0.09135061,0.08057944,0.06534522,0.122082844,0.0004229808,0.10072508,0.07048675,0.14954403,0.096202925
ENSG00000232233,0.01774494,0.0062733307,0.0062733307,0.0062733307,0.044514544,0.28274453,0.34793225,0.0062733307,0.0062733307,0.12720823,0.069300294,0.0062733307,0.07291522
ENSG00000073849,0.007903023,0.029676795,0.04524398,0.19395971,0.0468973,0.029457266,0.017242149,0.17325784,0.028264347,0.04381593,0.07614826,0.10433476,0.20379862
ENSG00000163923,0.012916371,0.060354277,0.06624821,0.031262036,0.07219159,0.056686733,0.04013599,0.1575922,0.18780981,0.1369398,0.106983356,0.018252574,0.052626986
ENSG00000127241,0.2515415,0.24101017,0.0005780604,0.08543353,0.022171702,0.0027165816,0.009084846,0.0005780604,0.0005780604,0.3760779,0.009073376,0.0005780604,0.0005780604
ENSG00000283175,0.046115447,0.6949534,0.0027185185,0.0027185185,0.0027185185,0.0027185185,0.0027185185,0.0027185185,0.0027185185,0.23174588,0.0027185185,0.0027185185,0.0027185185
ENSG00000136514,0.0066161086,0.0023488312,0.09441187,0.17765315,0.03477221,0.023924202,0.08853352,0.0023488312,0.12084412,0.25120246,0.06640317,0.07853969,0.052401777
ENSG00000157005,0.019031167,0.0032111898,0.0032111898,0.0032111898,0.21601517,0.026430769,0.01151736,0.0032111898,0.0032111898,0.5444744,0.0032111898,0.0032111898,0.16005282
ENSG00000228804,0.007894497,0.1435318,0.002491629,0.002491629,0.04398669,0.002491629,0.024935238,0.62864625,0.002491629,0.049125858,0.002491629,0.002491629,0.086929865
ENSG00000113916,0.020420862,0.22847472,0.013977541,0.02198044,0.030478401,0.015422127,0.03253998,0.11792215,0.16207562,0.19070482,0.051873263,0.084237605,0.029892368
ENSG00000270959,0.13620068,0.001687263,0.044649396,0.001687263,0.02435836,0.051117368,0.11507295,0.001687263,0.34846172,0.066262156,0.07631498,0.11194483,0.020555807
ENSG00000145012,0.083458126,0.09103946,0.037072606,0.07811431,0.062926725,0.063011095,0.056356363,0.09691019,0.12163591,0.085723534,0.07273472,0.08293143,0.068085544
ENSG00000224563,0.036128562,0.011737028,0.011737028,0.011737028,0.09571582,0.011737028,0.011737028,0.011737028,0.011737028,0.28641278,0.4761095,0.011737028,0.011737028
ENSG00000234076,0.2260391,0.05560498,0.08617432,0.0010668237,0.015758919,0.032716345,0.2152926,0.0010668237,0.0010668237,0.15332685,0.05427653,0.156543,0.0010668237
ENSG00000188001,0.063589096,0.2844333,0.058339998,0.023231588,0.016767556,0.017218342,0.031815656,0.07223729,0.023049835,0.20700571,0.04120959,0.1477934,0.013308692
ENSG00000073282,0.011973523,0.094207756,0.04063577,0.3229909,0.00832554,0.013399688,0.012172769,0.0001874457,0.010412625,0.42711714,0.004723841,0.047210183,0.006642961
ENSG00000090530,0.14015448,0.03539929,0.12520851,0.038223136,0.05917748,0.039289124,0.14506708,0.041698314,0.033760637,0.155094,0.052960906,0.07158505,0.06238194
ENSG00000225764,0.09839933,0.0002453068,0.20303482,0.013593808,0.063634194,0.027009677,0.25255573,0.0002453068,0.0002453068,0.17219462,0.07871235,0.05485376,0.035275713
ENSG00000163347,0.011425173,0.12902457,0.010305626,0.005732196,0.0014283098,0.002681353,0.0052685966,0.033699773,0.00564734,0.54946923,0.0050037177,0.23546833,0.0048457654
ENSG00000113946,0.017434292,0.044307556,0.039515007,0.028170904,0.008204325,0.0041737044,0.6157577,8.323098e-05,0.007600934,0.17020175,0.0130022075,0.03687124,0.014677202
ENSG00000198398,0.017652115,0.0001593595,0.011665441,0.019042457,0.011853346,0.0131777115,0.85984546,0.0001593595,0.0075343815,0.014832746,0.0057278336,0.012817787,0.025531976
ENSG00000196083,0.020277767,0.09521063,0.32467234,0.07186957,0.0065440712,0.002311049,0.03565041,0.21079901,0.020279316,0.18793093,0.006403267,0.010140131,0.0079114875
ENSG00000205835,0.54928213,0.004319993,0.004319993,0.07915806,0.004319993,0.08394448,0.029083898,0.004319993,0.004319993,0.004319993,0.12686238,0.004319993,0.10142915
ENSG00000188729,0.027113438,0.0012881648,0.090294234,0.016807789,0.028449727,0.020094201,0.01074053,0.7552641,0.0012881648,0.0012881648,0.0012881648,0.0012881648,0.044795077
ENSG00000188958,0.031080408,0.0012624928,0.0012624928,0.014533813,0.04952892,0.08452962,0.14367935,0.0012624928,0.20943321,0.20938964,0.16214463,0.06299881,0.028894084
ENSG00000152492,0.03392719,0.063962534,0.056717597,0.082938045,0.08859079,0.103515774,0.10036588,0.022497598,0.06397278,0.09259294,0.10442428,0.11459531,0.071899325
ENSG00000223812,0.00718709,0.51268363,0.0014968489,0.08349951,0.015998565,0.028357597,0.012126169,0.0014968489,0.26165882,0.0014968489,0.054859206,0.0014968489,0.017642118
ENSG00000114279,0.029363804,0.044069607,0.029059038,0.124230735,0.072586715,0.017348517,0.014539235,0.014581084,0.017947428,0.03761428,0.23319556,0.06733492,0.29812908
ENSG00000231383,0.010065261,0.010065261,0.010065261,0.010065261,0.010065261,0.010065261,0.039300244,0.010065261,0.010065261,0.010065261,0.6725682,0.010065261,0.18747893
ENSG00000180611,0.10294854,0.051145636,0.13202162,0.031699356,0.03941579,0.12865391,0.022389485,0.107599005,0.04078355,0.20107621,0.0615591,0.028086407,0.052621383
ENSG00000127252,0.013479251,0.076032355,0.0015686835,0.055726998,0.021142371,0.13066722,0.08132711,0.0015686835,0.0015686835,0.0015686835,0.41394562,0.103461325,0.09794299
ENSG00000187527,0.07260846,0.17964081,0.14253691,0.06858032,0.0887961,0.012075043,0.022615235,0.0020924825,0.0020924825,0.0020924825,0.40268472,0.0020924825,0.0020924825
ENSG00000127249,0.04939654,0.14847685,0.1454947,0.05854864,0.05859899,0.045911208,0.070013836,0.00047040678,0.110340655,0.0433354,0.15073445,0.04735073,0.071327575
ENSG00000198836,0.05541378,0.0574171,0.07692516,0.076888494,0.08392052,0.08860637,0.08353261,0.098938994,0.08122646,0.058264356,0.08428703,0.08655336,0.06802573
ENSG00000224855,0.039718963,0.013405176,0.013405176,0.013405176,0.3608969,0.15163904,0.049415704,0.013405176,0.013405176,0.013405176,0.14304782,0.013405176,0.16144527
ENSG00000214146,0.36208087,0.0038786675,0.19816712,0.0038786675,0.054063942,0.02687712,0.17121297,0.0038786675,0.0038786675,0.076676086,0.048322964,0.0038786675,0.043205656
ENSG00000232874,0.058364376,0.007708583,0.20854731,0.1453488,0.23506947,0.06578414,0.08460741,0.007708583,0.007708583,0.15602694,0.007708583,0.007708583,0.007708583
ENSG00000114315,0.015102316,0.0282954,0.014834283,0.162264,0.23129784,0.027112015,0.02280063,5.835609e-05,0.07230187,0.076130845,0.012963971,0.010132614,0.3267059
ENSG00000225742,0.03420049,0.316292,0.16568473,0.005618665,0.005618665,0.039073274,0.005618665,0.005618665,0.005618665,0.22096552,0.005618665,0.18445343,0.005618665
ENSG00000214145,0.04129252,0.0012074722,0.2658929,0.01782855,0.014676495,0.018446347,0.0012074722,0.0012074722,0.0012074722,0.5955251,0.0012074722,0.0012074722,0.03909328
ENSG00000178772,0.7177578,0.004519308,0.004519308,0.004519308,0.004519308,0.07770327,0.040718973,0.004519308,0.004519308,0.004519308,0.07786529,0.004519308,0.04980032
ENSG00000133657,0.056152273,0.110248774,0.101839535,0.110065535,0.08558713,0.044783067,0.0410546,0.06305584,0.0707221,0.14659505,0.025623025,0.06349856,0.080774575
ENSG00000233058,0.25437593,0.065892905,0.0184608,0.035774294,0.13927454,0.05396079,0.055499204,0.033503234,0.053162772,0.08585342,0.029830413,0.039379302,0.13503246
ENSG00000231770,0.13455798,0.024737887,0.14800543,0.04108654,0.08485371,0.09681283,0.10850513,0.0928659,0.020886907,0.059417885,0.033631347,0.084116355,0.070522115
ENSG00000145014,0.010992135,0.07990432,0.0061920774,0.7265475,0.024321955,0.013845903,0.011320904,0.00019967482,0.009612508,0.038797643,0.013318152,0.021087073,0.043860223
ENSG00000229334,0.043333597,0.0011667585,0.034605913,0.33101922,0.062125687,0.018365625,0.029041944,0.33297986,0.0011667585,0.07579147,0.012671311,0.044198565,0.013533326
ENSG00000041802,0.10768129,0.06727487,0.031123552,0.11095008,0.06256167,0.07743453,0.091047496,0.11838478,0.03931681,0.05011657,0.08845083,0.09090969,0.06474784
ENSG00000185112,0.0062592197,0.07520652,0.56996834,0.122815534,0.00050122006,0.011456764,0.018169018,0.00050122006,0.027322305,0.16629618,0.00050122006,0.00050122006,0.00050122006
ENSG00000237222,0.049033977,0.27137372,0.003832255,0.003832255,0.028134841,0.003832255,0.18207052,0.003832255,0.003832255,0.39765194,0.04490926,0.003832255,0.003832255
ENSG00000238031,0.020784216,0.020784216,0.020784216,0.020784216,0.020784216,0.020784216,0.3400199,0.020784216,0.020784216,0.43135357,0.020784216,0.020784216,0.020784216
ENSG00000173950,0.047146093,0.082823746,0.030578516,0.12746887,0.06426492,0.05074545,0.053305596,0.1930372,0.07541599,0.060871825,0.06685366,0.06832057,0.07916748
ENSG00000114331,0.045216467,0.059443258,0.072097585,0.12786315,0.07419747,0.078217365,0.069553405,0.121665776,0.07792579,0.06424772,0.068892136,0.06987905,0.0708009
ENSG00000184203,0.03372786,0.056318033,0.06589318,0.09875616,0.060661726,0.05322175,0.065337405,0.1760367,0.107142396,0.07101597,0.0717996,0.0775368,0.062552504
ENSG00000223711,0.08689145,0.41390124,0.008034813,0.092364386,0.008034813,0.008034813,0.026488632,0.008034813,0.008034813,0.008034813,0.008034813,0.31607562,0.008034813
ENSG00000189058,0.008758015,0.19997045,0.67000246,0.04332401,0.017876927,0.009987664,0.009771656,0.0008357321,0.0008357321,0.036130153,0.0008357321,0.0008357321,0.0008357321
ENSG00000229178,0.03226058,0.0013649911,0.36075082,0.014892895,0.12045194,0.16469947,0.10673776,0.0013649911,0.0013649911,0.0013649911,0.04303782,0.08755726,0.06415144
ENSG00000242086,0.09142792,0.07012462,0.029295972,0.060363363,0.08909243,0.085122235,0.082718246,0.060569726,0.0523044,0.0532282,0.11875201,0.1184889,0.088511854
ENSG00000176945,0.073610455,0.049240112,0.042796355,0.015084229,0.098231226,0.084582984,0.09276637,0.00026393883,0.012706132,0.02875552,0.21486925,0.14628813,0.14080526
ENSG00000145113,0.3866848,0.0028370903,0.0028370903,0.053651664,0.083135456,0.09579103,0.09619084,0.0028370903,0.0028370903,0.0028370903,0.23550157,0.0028370903,0.032022085
ENSG00000223783,0.0088165365,0.07134581,0.00047063036,0.029656906,0.16179767,0.002111592,0.008032466,0.14374202,0.00047063036,0.00047063036,0.010260141,0.00047063036,0.5623543
ENSG00000061938,0.042958923,0.06202368,0.059650183,0.07609651,0.038857408,0.049899828,0.03110796,0.22677301,0.062718906,0.08329851,0.090032406,0.11940496,0.05717772
ENSG00000072274,0.027715923,0.022852894,0.013906689,0.027745668,0.114712946,0.08872646,0.09574545,0.16956994,0.027479831,0.031922564,0.187606,0.08475201,0.107263595
ENSG00000224652,0.009771491,0.02901425,0.013513733,0.012178897,0.161228,0.09326367,0.102619156,0.00015577632,0.0073919306,0.009735981,0.39540938,0.05110359,0.11461406
ENSG00000163958,0.14657047,0.34058374,0.25633872,0.0042910785,0.03426725,0.020338159,0.025758827,0.0042910785,0.0042910785,0.0042910785,0.101311214,0.0042910785,0.053376358
ENSG00000163959,0.5981579,0.0006424838,0.01899989,0.04337255,0.033286087,0.048168335,0.058720406,0.0006424838,0.0006424838,0.056287095,0.037329573,0.08442397,0.019326892
ENSG00000161217,0.08950486,0.09451357,0.052909978,0.09534615,0.07185465,0.07600009,0.07033153,0.109408475,0.06476567,0.055870134,0.07723038,0.06789312,0.0743713
ENSG00000272741,0.0269985,0.00410443,0.22154298,0.00410443,0.0532138,0.027434535,0.16277452,0.00410443,0.19582283,0.16393042,0.0854397,0.00410443,0.046425004
ENSG00000235897,0.08102818,0.0013647514,0.22638921,0.06542618,0.0748952,0.10416466,0.13498764,0.0013647514,0.0013647514,0.11094157,0.08342064,0.04257777,0.07207463
ENSG00000163960,0.05868671,0.07191581,0.074413866,0.07999784,0.07865456,0.08344425,0.075518295,0.06719939,0.096176624,0.094802774,0.07629665,0.06709594,0.07579726
ENSG00000225822,0.008172625,0.008172625,0.4359216,0.008172625,0.1106,0.008172625,0.05022257,0.008172625,0.008172625,0.32970217,0.008172625,0.008172625,0.008172625
ENSG00000163961,0.03479706,0.089430764,0.053914044,0.12075454,0.07021919,0.061923616,0.06391346,0.103441544,0.11826771,0.07685467,0.06897941,0.07047824,0.06702572
ENSG00000185798,0.09800501,0.068046086,0.10729915,0.060080387,0.088094145,0.12501,0.13805886,0.00035513192,0.048029374,0.046281613,0.11537299,0.050504383,0.054862823
ENSG00000174013,0.0875666,0.0971541,0.07497456,0.08672937,0.0590375,0.16248663,0.10852303,0.0007031958,0.0007031958,0.026709884,0.11830178,0.094756685,0.08235349
ENSG00000232065,0.021450084,0.021450084,0.021450084,0.021450084,0.021450084,0.23362362,0.10903475,0.021450084,0.021450084,0.021450084,0.44284067,0.021450084,0.021450084
ENSG00000163964,0.027487842,0.07450228,0.07102318,0.112182334,0.049606923,0.05666527,0.054687146,0.33018416,0.030429743,0.06363145,0.03859087,0.030608442,0.060400274
ENSG00000174007,0.12717578,0.0022042154,0.09500627,0.16980503,0.1814752,0.13712375,0.099420846,0.0022042154,0.10724043,0.0022042154,0.047899585,0.0022042154,0.026036156
ENSG00000180370,0.057021964,0.06470488,0.07499888,0.11238658,0.06377637,0.051497236,0.05333475,0.123329304,0.07458495,0.09038056,0.06823742,0.08721639,0.078530714
ENSG00000119231,0.07412048,0.055281773,0.050617576,0.07968175,0.07818684,0.08028162,0.08737978,0.10778328,0.089823514,0.07951944,0.073526315,0.080980085,0.06281745
ENSG00000114503,0.11440262,0.010330426,0.101428255,0.08325681,0.063880794,0.12387391,0.113010325,0.00019819706,0.086006895,0.085902795,0.098481655,0.05474129,0.06448606
ENSG00000225578,0.29722947,0.011161499,0.011161499,0.22057684,0.011161499,0.05662887,0.09077514,0.011161499,0.011161499,0.011161499,0.24549758,0.011161499,0.011161499
ENSG00000270170,0.10165933,0.06498306,0.21369624,0.0006027318,0.05335097,0.08253839,0.19149132,0.0006027318,0.030901618,0.040625695,0.15367807,0.05079902,0.015070807
ENSG00000119227,0.015576077,0.10638637,0.183734,0.092483886,0.08208654,0.019240828,0.0080669215,0.083373845,0.12668538,0.19314326,0.033320557,0.0098580485,0.04604431
ENSG00000163975,0.007871686,0.0004794885,0.040497866,0.0004794885,0.010125516,0.2962041,0.015983116,0.14812101,0.40481877,0.019795816,0.010286724,0.015957668,0.02937877
ENSG00000228109,0.023431465,0.12229541,0.12462789,0.040392887,0.0774825,0.07027935,0.053278882,0.00029717427,0.014144184,0.17066659,0.066791244,0.05929007,0.17702237
ENSG00000075711,0.079190426,0.07831173,0.0665466,0.074119695,0.07864137,0.063973606,0.05910653,0.0665052,0.06476972,0.08453247,0.08995814,0.10279906,0.09154547
